Secret},2.6020599913279625
Section,5.204119982655925
Secular,11.505149978319906
See,38.691032614549265
Seeing,8.8164799306237
Seem,2.6020599913279625
Seems,25.48455006504028
Seen,2.6020599913279625
Seite,4.851937464544562
Select,4.851937464544562
Self,6.903089986991944
Selim,29.913389943631756
Sell,4.851937464544562
Selling,8.8164799306237
Seminary?,2.6020599913279625
Senate,6.903089986991944
Senator,2.6020599913279625
Send,8.8164799306237
Sense,2.6020599913279625
September,4.851937464544562
Septuagint,9.703874929089125
Serbs,2.6020599913279625
Series,2.6020599913279625
Seriously,6.903089986991944
Service,9.204119982655925
Services,4.851937464544562
Set,2.6020599913279625
Seth,6.903089986991944
Sets,2.6020599913279625
Settlers,6.903089986991944
Seven,13.22471989593555
Seventieth,2.6020599913279625
Several,6.903089986991944
Sex,11.020599913279625
Sexism,2.6020599913279625
Sexuality,2.6020599913279625
Shades,2.6020599913279625
Shadows,2.6020599913279625
Shall,2.6020599913279625
Shamim,27.283864685736663
Sharks,2.6020599913279625
Shatim,4.851937464544562
Shaw,5.204119982655925
She,31.085977102852723
Sheaffer,4.851937464544562
Sheiks,2.6020599913279625
Sheol,2.6020599913279625
Sherlock,4.851937464544562
Sherman,12.129843661361406
Shermanfrom,2.6020599913279625
Shias,2.6020599913279625
Shifting,2.6020599913279625
Shiite,9.703874929089125
Shiites,15.612359947967775
Shit,4.851937464544562
Shitstirrer,2.6020599913279625
Short,6.903089986991944
Shortly,2.6020599913279625
Should,30.107539181046054
Shouldnt,2.6020599913279625
Shovel,2.6020599913279625
Show,6.903089986991944
Side,2.6020599913279625
Sidgwick,4.851937464544562
Sieferman,4.851937464544562
Sigh,10.6246936830415
Signal,2.6020599913279625
Silent,2.6020599913279625
Silly,2.6020599913279625
Similar,2.6020599913279625
Similarly,20.478670320170906
Similiarly,2.6020599913279625
Simon,46.628965654279085
Simone,2.6020599913279625
Simple,24.177982191107674
Simpler,2.6020599913279625
Simply,8.8164799306237
Since,51.229313743220075
Sincere,2.6020599913279625
Sincerely,12.347951681866121
Singapore,12.7496324196498
Singleton,14.405943628843808
Sins,2.6020599913279625
Sister,2.6020599913279625
Sit,2.6020599913279625
Size,2.6020599913279625
Skarda,10.40823996531185
Skeptic,4.851937464544562
Skeptical,6.903089986991944
Skinny,2.6020599913279625
Slave,2.6020599913279625
Slavery,18.0
Slaves,2.6020599913279625
Slip,2.6020599913279625
Sloat,2.6020599913279625
Smith,20.70926996097583
Smullyan,6.903089986991944
Smullyanism,2.6020599913279625
Smurfs,2.6020599913279625
Snuggling,2.6020599913279625
So,165.51318752014805
So?,18.0
Socialism,7.8061799739838875
Societal,17.12780988292749
Societally,20.478670320170906
Society,19.1244486294747
Socrates,9.204119982655925
Sodom,5.204119982655925
Software,4.851937464544562
Sol,2.6020599913279625
Solar,2.6020599913279625
Solipsism,2.6020599913279625
Solomons,2.6020599913279625
Solution,2.6020599913279625
Some,98.11589673141793
Somebody,2.6020599913279625
Somehow,2.6020599913279625
Someone,20.06299615038751
Something,10.6246936830415
Sometimes,21.886904891331827
Somewhere,5.204119982655925
Son,19.1244486294747
Sony,8.8164799306237
Soon,10.6246936830415
Sooner,2.6020599913279625
Sophomore,6.903089986991944
Sorry,57.245319809215175
Soul,6.903089986991944
Sound,2.6020599913279625
SoundOGeek,4.851937464544562
Sounds,22.840505367078173
Sources,2.6020599913279625
South,10.6246936830415
Southern,18.52192752279918
Southwest,2.6020599913279625
Soviet,13.22471989593555
Soviets,2.6020599913279625
Space,17.53962729797357
Spain,4.851937464544562
Spaniards,2.6020599913279625
Spanish,2.6020599913279625
SpanishAmerican,2.6020599913279625
Speaking,6.903089986991944
Special,2.6020599913279625
Specifically,8.8164799306237
Speculations,8.8164799306237
Spend,2.6020599913279625
Spinozas,2.6020599913279625
Spirit,4.851937464544562
Spirituality,2.6020599913279625
Spread,4.851937464544562
Spring,4.851937464544562
Springer,2.6020599913279625
Square,4.851937464544562
Sri,2.6020599913279625
St,16.9995098928664
Staceys,6.903089986991944
Stalin,43.92404878284264
Stalin?,10.6246936830415
Stalinism,2.6020599913279625
Stalinist,2.6020599913279625
Stalins,4.851937464544562
Stan,18.52192752279918
Standard,12.347951681866121
Stang,6.903089986991944
Stanley,2.6020599913279625
StanleyFriesenElSegundoCAncrcom,5.204119982655925
Star,4.851937464544562
StarSpangled,2.6020599913279625
Start,2.6020599913279625
Stat,2.6020599913279625
State,18.0
Statement,2.6020599913279625
Statements,5.204119982655925
States,22.637911416754555
Stating,2.6020599913279625
Station,2.6020599913279625
Statistics,2.6020599913279625
Ste,2.6020599913279625
Stealth,10.6246936830415
Stelter,5.204119982655925
Stephen,22.83707984390332
Stephens,2.6020599913279625
Sterling,2.6020599913279625
Stern,2.6020599913279625
Steve,13.22471989593555
Steve_Mullinsvosstratuscom,5.204119982655925
Stewards,2.6020599913279625
Stilgar,20.0
Still,12.7496324196498
Stimulations,2.6020599913279625
Sting,8.8164799306237
Stirrer,4.851937464544562
Stoesser,4.851937464544562
Stone,2.6020599913279625
Stool,2.6020599913279625
Store,4.851937464544562
Stories,2.6020599913279625
Storm,2.6020599913279625
Story,2.6020599913279625
Straightforward,4.851937464544562
Stratus,2.6020599913279625
Straw,2.6020599913279625
Stream,2.6020599913279625
Street,13.22471989593555
Strikes,6.903089986991944
Strip,2.6020599913279625
Strom,14.405943628843808
Strong,16.463935575821495
StrongWeak,2.6020599913279625
Struggle,2.6020599913279625
Stryper,2.6020599913279625
Stuart,2.6020599913279625
Student,2.6020599913279625
Studies,12.7496324196498
Stuff,16.463935575821495
Stupid,12.347951681866121
SubGenius,23.010299956639813
Subject,0.0
Subjects,2.6020599913279625
Submission,4.851937464544562
Subsequently,2.6020599913279625
Subtitled,4.851937464544562
Such,36.36002592193456
Suchandsuch,4.851937464544562
Sudan,6.903089986991944
Suddam,2.6020599913279625
Suffication,2.6020599913279625
Suffice,2.6020599913279625
Sufi,7.8061799739838875
Sufism,13.010299956639813
Suggestion,2.6020599913279625
Suite,2.6020599913279625
Summit,2.6020599913279625
Sun,30.107539181046054
Sunday,14.8745711562581
Sundays,2.6020599913279625
Sunlight,10.6246936830415
Sunnah,7.8061799739838875
Sunnah?,2.6020599913279625
Sunni,8.8164799306237
Sunset,2.6020599913279625
Suopanki,6.903089986991944
Supplements,2.6020599913279625
Support,39.01668265424343
Suppose,22.340367622004624
Suppressing,2.6020599913279625
Suppse,2.6020599913279625
Supremacist,2.6020599913279625
Supreme,10.6246936830415
Suranyi,2.6020599913279625
Sure,46.58703367420314
Surely,20.0
Surrealism,2.6020599913279625
Surrounded,8.8164799306237
Suzanne,2.6020599913279625
Sverdrup,4.851937464544562
Swaggert,2.6020599913279625
Swinburne,24.25968732272281
Switzerland,2.6020599913279625
Syed,2.6020599913279625
Symposium,2.6020599913279625
Syria,2.6020599913279625
SysNet,6.903089986991944
System,10.6246936830415
Systems,4.851937464544562
T,35.37224873484065
TAKE,2.6020599913279625
TAMMY,15.59077982042095
TAN102psuvmpsuedu,19.030899869919434
TBBBBBBBTTTTTTHHHHH,4.851937464544562
TDB,2.6020599913279625
TECHNOLOGY,7.2779061968168435
TEST,5.204119982655925
TGNattressnewcastleacuk,2.6020599913279625
TGNattressukacncl,2.6020599913279625
THAT,8.8164799306237
THATs,2.6020599913279625
THE,86.31076506322529
THEM,2.6020599913279625
THEN,2.6020599913279625
THEORY,2.6020599913279625
THERE,4.851937464544562
THEREFORE,2.6020599913279625
THEY,6.903089986991944
THINGS,13.806179973983888
THIS,9.703874929089125
THOMAS,4.851937464544562
THOSE,2.6020599913279625
THe,4.851937464544562
THeos,2.6020599913279625
THese,5.204119982655925
THing,2.6020599913279625
TM,6.903089986991944
TO,55.690549197836525
TOILET,2.6020599913279625
TOLD,2.6020599913279625
TOO,9.703874929089125
TORNADO,2.6020599913279625
TOROID,2.6020599913279625
TORQUE,2.6020599913279625
TOTALLY,2.6020599913279625
TOUGHto,2.6020599913279625
TRANSIT,2.6020599913279625
TRH,5.204119982655925
TRIBULATION,2.6020599913279625
TRIES,2.6020599913279625
TRUE,18.616973018337188
TRUST,14.0
TRUTH,2.6020599913279625
TSAKC,6.903089986991944
TSAKC=,10.6246936830415
TSV,9.204119982655925
TU,2.6020599913279625
TURBINE,2.6020599913279625
TURNER,4.851937464544562
TV,14.405943628843808
TWO,4.851937464544562
TWPIERCEAMHERST,2.6020599913279625
TX,14.8745711562581
TYPE,2.6020599913279625
T[tails],2.6020599913279625
Taft,2.6020599913279625
Tailrecursive,2.6020599913279625
Tails,13.010299956639813
Taiwan,2.6020599913279625
Take,31.617413845160485
Taken,5.204119982655925
Tale,4.851937464544562
Tales,2.6020599913279625
Tally,2.6020599913279625
Talmud,2.6020599913279625
Tammy,86.44151934557925
Tan,32.35252977886304
Tao,17.12780988292749
Taoism,2.6020599913279625
Tavares,2.6020599913279625
Teach,8.8164799306237
Team,5.204119982655925
Teams,7.8061799739838875
Tear,4.851937464544562
Tech,14.0
Technical,6.903089986991944
Technically,6.903089986991944
Technologies,2.6020599913279625
TechnologyInc,4.851937464544562
Teddy,2.6020599913279625
TekLabs,4.851937464544562
Tektronix,4.851937464544562
Tel,10.6246936830415
Telephone,19.40774985817825
Television,2.6020599913279625
Telex,2.6020599913279625
Tell,25.904980919043936
Temple,16.463935575821495
Temporary,2.6020599913279625
Ten,2.6020599913279625
Tep,2.6020599913279625
Tepper,4.851937464544562
Tesla,5.204119982655925
Testament,41.867979713822756
Testing,6.903089986991944
Texas,10.6246936830415
Text,2.6020599913279625
Textus,2.6020599913279625
Thailand,2.6020599913279625
Thank,10.6246936830415
Thanks,35.451329472410066
That,136.57339319837592
Thats,101.89717843340578
The,308.8411780985393
TheWayItIs,9.204119982655925
Their,26.06376222567206
Theism,39.5476195653273
Theist,12.347951681866121
Theists,8.8164799306237
ThemUs,6.903089986991944
ThemUs?,2.6020599913279625
Then,78.98054586520736
Theodore,2.6020599913279625
Theologians,2.6020599913279625
Theology,4.851937464544562
Theorem,18.214419939295738
Theory,11.020599913279625
There,160.83617543194075
Therefore,95.81861865011096
Theres,22.840505367078173
Theresa,5.204119982655925
These,71.7993266988281
They,136.57339319837592
Theyd,6.903089986991944
Theyre,15.59077982042095
Thing,4.851937464544562
Things,14.0
Think,17.12780988292749
Thinking,6.903089986991944
This,222.65477717715538
Thomas,35.13923902627411
Thompson,4.851937464544562
Thorazine,2.6020599913279625
Thorne,2.6020599913279625
Those,45.69100955476385
Thou,4.851937464544562
Though,10.6246936830415
Thought,4.851937464544562
Thoughts,11.020599913279625
Thoughts[0m,2.6020599913279625
Thoughts[0m,2.6020599913279625
Thousand,4.851937464544562
Thousands,2.6020599913279625
Three,5.204119982655925
Throughout,4.851937464544562
Throw,2.6020599913279625
Thu,8.8164799306237
Thurles,2.6020599913279625
Thursday,2.6020599913279625
ThursdayNight,2.6020599913279625
Thus,42.683508690966654
Tiberias,2.6020599913279625
Tibet,11.020599913279625
Tibet?,4.851937464544562
Tibetan,4.851937464544562
Tibetans,4.851937464544562
Tien,2.6020599913279625
Tierra,2.6020599913279625
Tilton,2.6020599913279625
Tim,9.204119982655925
Time,11.020599913279625
Times,16.0
Timmons,59.392271065933166
Timmons?,4.851937464544562
Timmons],2.6020599913279625
Timor,30.0
Timor?,6.903089986991944
Timorese,6.903089986991944
Timothy,2.6020599913279625
Tims,10.6246936830415
Tiring,2.6020599913279625
To,118.51920032791898
Toby,4.851937464544562
Today,11.020599913279625
Todd,23.386169730631426
Toes,2.6020599913279625
Together,2.6020599913279625
Tojo,2.6020599913279625
Tokamaks,2.6020599913279625
Tokyo,7.8061799739838875
Tom,16.0
Tomb?,2.6020599913279625
Tommy,2.6020599913279625
Tomorrow,2.6020599913279625
Tong,4.851937464544562
Tony,33.993786059017026
Tonys,2.6020599913279625
Too,25.48455006504028
Toowoomba,2.6020599913279625
Torah,4.851937464544562
Torkel,4.851937464544562
Toronto,2.6020599913279625
Tortured?,8.8164799306237
Total,2.6020599913279625
Totally,2.6020599913279625
Tottenham,2.6020599913279625
Tourism,2.6020599913279625
Towards,2.6020599913279625
Townsend,2.6020599913279625
Toys,2.6020599913279625
Trade,2.6020599913279625
Tradition,7.2779061968168435
Traditional,8.8164799306237
Traditions,13.22471989593555
Transgressors,2.6020599913279625
Translation,2.6020599913279625
Translations,4.851937464544562
Travel,2.6020599913279625
Treaties,2.6020599913279625
Treaty,10.40823996531185
Trek,2.6020599913279625
Trials,2.6020599913279625
Tribulation,20.8164799306237
Tricky,2.6020599913279625
Trim,2.6020599913279625
Tripoli,7.8061799739838875
Trodwell,9.703874929089125
Troll,4.851937464544562
Trouble,7.2779061968168435
True,34.11106410682141
Truk,2.6020599913279625
Truly,12.347951681866121
Trust,14.0
Truth,53.300756084811816
Truth?,5.204119982655925
Try,25.904980919043936
Trying,4.851937464544562
Tshirts,2.6020599913279625
Tucson,8.8164799306237
Tue,18.616973018337188
Tuesday,2.6020599913279625
Tunnels,2.6020599913279625
Turambar,22.840505367078173
Turin,22.840505367078173
Turkey,27.612359947967775
Turkish,9.204119982655925
Turks,4.851937464544562
Turner,8.8164799306237
Turning,2.6020599913279625
Turpin,2.6020599913279625
Tv,8.8164799306237
Twelve,24.695903363732242
Twenty,2.6020599913279625
Twitchell,2.6020599913279625
Two,6.903089986991944
Two?,2.6020599913279625
Typical,46.837079843903325
Typically,2.6020599913279625
Tyrannosaurus,2.6020599913279625
Tyrants,4.851937464544562
Tyre,41.24146844862878
Tzu,2.6020599913279625
U,7.2779061968168435
UB,2.6020599913279625
UFO,4.851937464544562
UFOs,2.6020599913279625
UK,42.47425010840047
UK?,2.6020599913279625
UN,11.020599913279625
UNDISPUTED,4.851937464544562
UNIFIED,2.6020599913279625
UNIVERSAL,2.6020599913279625
UNIX,2.6020599913279625
UNLIKE,5.204119982655925
UNLIMITED,7.2779061968168435
UNQUOTE,2.6020599913279625
UNaltered,2.6020599913279625
UP,7.2779061968168435
UPI,4.851937464544562
US,153.0265357944329
US?,4.851937464544562
USA,51.08234193854776
USA?,2.6020599913279625
USAToday,5.204119982655925
USED,4.851937464544562
USENET,9.204119982655925
USQ,2.6020599913279625
USSR,8.8164799306237
USs,6.903089986991944
UUCP,4.851937464544562
UWEC,2.6020599913279625
UfnYJ2a00VoqIT9VpAandrewcmuedu,2.6020599913279625
Uh,6.903089986991944
Uhmericun,2.6020599913279625
Uk,12.347951681866121
Ultimately,4.851937464544562
Umar,20.478670320170906
Umars,2.6020599913279625
Umm,15.428839878591475
UnEnlightened,14.8745711562581
Unawares,5.204119982655925
Unbelief,4.851937464544562
Unbelievable,2.6020599913279625
Unbelievers,2.6020599913279625
Under,4.851937464544562
Understand,10.6246936830415
Understanding,2.6020599913279625
Unexceptional?,2.6020599913279625
Unfortunately,38.07196863200844
Uni,6.903089986991944
Unicorn,14.405943628843808
Unicorn[Nice,2.6020599913279625
Unicorns,8.8164799306237
Union,13.22471989593555
Unionists,7.8061799739838875
Unisa,6.903089986991944
Unitary,4.851937464544562
United,26.06376222567206
Univ,4.851937464544562
Universae,4.851937464544562
Universe,15.59077982042095
University,66.70916488298865
University?,2.6020599913279625
Unix,2.6020599913279625
Unless,19.030899869919434
Unlike,6.903089986991944
Unlimited,5.204119982655925
Unluckily,2.6020599913279625
Until,6.903089986991944
Untrue,2.6020599913279625
Upon,4.851937464544562
Us,29.232712163289282
Use,2.6020599913279625
Used,2.6020599913279625
Useful,4.851937464544562
Usenet,24.695903363732242
Ushaped,2.6020599913279625
Using,10.6246936830415
Usually,18.0
Utah,2.6020599913279625
Utal,2.6020599913279625
Utidjian,2.6020599913279625
Utmost,2.6020599913279625
Utter,22.840505367078173
V,12.7496324196498
V1,2.6020599913279625
V2,2.6020599913279625
V4,2.6020599913279625
VA,4.851937464544562
VALIS,4.851937464544562
VALUE,4.851937464544562
VARIABLE,2.6020599913279625
VARIOUS,4.851937464544562
VAST,2.6020599913279625
VAUGHAN,2.6020599913279625
VCRs,2.6020599913279625
VE$TED,2.6020599913279625
VEGANS,2.6020599913279625
VELOCITY,2.6020599913279625
VERECUNDIAM,2.6020599913279625
VERY,6.903089986991944
VI,2.6020599913279625
VII,2.6020599913279625
VIII,2.6020599913279625
VIRUS,2.6020599913279625
VIRUSES,2.6020599913279625
Values,18.52192752279918
Van,2.6020599913279625
Vancouver,2.6020599913279625
Various,4.851937464544562
Vashir,2.6020599913279625
Vatican,16.10720996964787
Vatican?,2.6020599913279625
Ve,2.6020599913279625
Vell,2.6020599913279625
Verdi,2.6020599913279625
Verily,32.95634963777275
Verse,5.204119982655925
Verses,11.020599913279625
Verses_,11.505149978319906
Verses_?,14.0
Version,16.0
Very,25.904980919043936
Veterans,2.6020599913279625
Vicars,4.851937464544562
Vickers,4.851937464544562
Victims,4.851937464544562
Vietnam,14.405943628843808
Vietnam?,2.6020599913279625
Views,4.851937464544562
Vigneau,4.851937464544562
Vijay,2.6020599913279625
Viking,2.6020599913279625
Viktor,2.6020599913279625
Vinayak,12.129843661361406
Vinegar,2.6020599913279625
Virgin,11.505149978319906
Virginia,26.0
Vishnu,2.6020599913279625
Voelkerding,7.2779061968168435
Vogon,2.6020599913279625
Voice,4.851937464544562
Voice4043151225,2.6020599913279625
Voila,2.6020599913279625
Voltaire,2.6020599913279625
Volume,4.851937464544562
Volvos,2.6020599913279625
Von,2.6020599913279625
Vonnegut,15.612359947967775
Vonnegutatheism,2.6020599913279625
Vonroeschlaub,8.8164799306237
Vor,2.6020599913279625
Vs,10.6246936830415
W,16.0
WA,2.6020599913279625
WALTER,4.851937464544562
WANG,2.6020599913279625
WAR,2.6020599913279625
WASP,8.8164799306237
WATCH,2.6020599913279625
WAY,4.851937464544562
WC,2.6020599913279625
WC1R,9.703874929089125
WE,2.6020599913279625
WEBSTER,4.851937464544562
WELCOME,2.6020599913279625
WERE,2.6020599913279625
WHAT,2.6020599913279625
WHEN,4.851937464544562
WHO,6.903089986991944
WHY,6.903089986991944
WHich,2.6020599913279625
WI,22.840505367078173
WIDELY,2.6020599913279625
WILL,50.35442796721256
WILLIAM,2.6020599913279625
WITH,2.6020599913279625
WORD,11.020599913279625
WORDS,2.6020599913279625
WORK,4.851937464544562
WORKS,2.6020599913279625
WORST,4.851937464544562
WOULD,2.6020599913279625
WOuld,2.6020599913279625
WP,4.851937464544562
WP50,5.204119982655925
WRITTEN,2.6020599913279625
WTC,12.129843661361406
WW2,24.245319809215175
WW2?,11.020599913279625
WWII,9.204119982655925
WWW,2.6020599913279625
Waco,26.0
Wadsworth,2.6020599913279625
Wager,11.505149978319906
Wagnmers,2.6020599913279625
Wahabis,2.6020599913279625
Wainwright,8.8164799306237
Wait,19.030899869919434
Wake,4.851937464544562
Walker,24.202064923838343
Wall,8.8164799306237
Walla,5.204119982655925
Wandering,2.6020599913279625
Wang,4.851937464544562
Want,4.851937464544562
War,85.03988633688068
War?,2.6020599913279625
Warning,6.903089986991944
Warren,12.7496324196498
Warrington,4.851937464544562
Wars,2.6020599913279625
Warwick,8.8164799306237
Was,24.177982191107674
Washington,20.933989856911378
Wasnt,4.851937464544562
Wassalam,6.903089986991944
Watch,2.6020599913279625
Watchmaker,7.8061799739838875
Watchman,10.6246936830415
Water,2.6020599913279625
Watson,2.6020599913279625
Watsons,2.6020599913279625
Watt,5.204119982655925
Way,2.6020599913279625
Wayne,14.8745711562581
We,139.96445060076104
Weak,11.020599913279625
Weaker,4.851937464544562
Weapons,2.6020599913279625
Webster,2.6020599913279625
Websters,14.405943628843808
Wed,10.6246936830415
Wednesday,2.6020599913279625
Week,2.6020599913279625
Weekends,2.6020599913279625
Weeps,2.6020599913279625
Weirdness,2.6020599913279625
Welbon,2.6020599913279625
Welbon],4.851937464544562
Welcome,15.59077982042095
Well,116.71858064632944
Went,2.6020599913279625
Were,45.133890625141454
Werner,2.6020599913279625
West,33.979400086720375
West],2.6020599913279625
Western,27.283864685736663
Westerners,2.6020599913279625
Wests,8.8164799306237
Wether,2.6020599913279625
Weve,2.6020599913279625
Whadda,4.851937464544562
What,175.94689280564515
What?,7.2779061968168435
Whatever,14.0
Whats,39.01668265424343
Wheelers,2.6020599913279625
When,95.65857567217687
Whenever,4.851937464544562
Where,45.17530538104547
Where?,2.6020599913279625
Whereas,2.6020599913279625
Wheres,13.22471989593555
Whethe,4.851937464544562
Whether,32.48672772078229
Which,51.17792447653694
Which?,2.6020599913279625
Whichever,6.903089986991944
While,48.56696535348756
Whilst,4.851937464544562
Whirr,6.903089986991944
White,11.020599913279625
Who,64.38829249429364
Who?,2.6020599913279625
Whoever,4.851937464544562
Wholly,2.6020599913279625
Whom,2.6020599913279625
Whos,11.020599913279625
Why,123.07372876651175
Why?,19.48847477552619
Whyalla,6.903089986991944
Wiccans,2.6020599913279625
Widening,2.6020599913279625
Wilaya,2.6020599913279625
Wild,4.851937464544562
Wilhelm,2.6020599913279625
Wilkins,2.6020599913279625
Will,24.597467318391878
William,25.48455006504028
Willy,2.6020599913279625
Wilson,9.703874929089125
Wilt,2.6020599913279625
Wine,2.6020599913279625
Winfrey,2.6020599913279625
Wingate,75.45973974851091
Wings,6.903089986991944
Winter,2.6020599913279625
Wis,2.6020599913279625
Wisconsin,14.555812393633687
Wisdom,2.6020599913279625
Wish,2.6020599913279625
Wishy,4.851937464544562
Witch,2.6020599913279625
With,41.780067683696636
Without,39.36122596307235
Witness,8.8164799306237
Witnesses,21.469759616221282
Witty,2.6020599913279625
Wolfram,2.6020599913279625
Womans,2.6020599913279625
Women,8.8164799306237
Womens,4.851937464544562
Wonder,4.851937464544562
Wonderful,2.6020599913279625
Wont,2.6020599913279625
Wood,25.4992648392996
Woodlice,2.6020599913279625
Woods,2.6020599913279625
Word,9.204119982655925
WordPerfect50?,2.6020599913279625
Words,4.851937464544562
Work,6.903089986991944
Working,2.6020599913279625
Works,2.6020599913279625
World,23.710813632276146
Worlds,2.6020599913279625
Worse,2.6020599913279625
Worse?,4.851937464544562
Worship,2.6020599913279625
Worshipping,2.6020599913279625
Would,59.99411871439679
Wouldnt,28.88249007371232
Wouldst,2.6020599913279625
Wow,19.030899869919434
Wright,2.6020599913279625
Write,27.612359947967775
Writing,4.851937464544562
Wrong,10.6246936830415
Wrongful,2.6020599913279625
X,42.167086831528934
XI,7.8061799739838875
XX,2.6020599913279625
XXVIA3,2.6020599913279625
Xian,2.6020599913279625
Xians,6.903089986991944
Xist,2.6020599913279625
Xmas,2.6020599913279625
Xrays,2.6020599913279625
Xs,2.6020599913279625
Xtainity,2.6020599913279625
Xtian,4.851937464544562
Xtianity,4.851937464544562
Xtians,4.851937464544562
Y,8.8164799306237
YEAR,2.6020599913279625
YEARS,2.6020599913279625
YES,2.6020599913279625
YET,4.851937464544562
YHVH,20.8164799306237
YHVHs,2.6020599913279625
YK,2.6020599913279625
YOU,88.81184929463319
YOUR,32.95634963777275
YaHWeH,2.6020599913279625
Yamanari,2.6020599913279625
Yawn,4.851937464544562
Ye,4.851937464544562
Yea,5.204119982655925
Yeah,22.340367622004624
Year,4.851937464544562
Yemen,5.204119982655925
Yep,6.903089986991944
Yes,97.66272874202313
Yes?,2.6020599913279625
Yesterday,2.6020599913279625
Yet,88.09296308370557
Yevgeny,2.6020599913279625
Yoder,2.6020599913279625
Yogi,2.6020599913279625
York,20.0
Yorktown,2.6020599913279625
You,197.69448373411447
Youd,10.6246936830415
Youll,4.851937464544562
Young,2.6020599913279625
Younger,2.6020599913279625
Younger?,6.903089986991944
Your,88.35385761492094
Youre,34.77915522967653
Yours,4.851937464544562
Youve,12.347951681866121
Ys,2.6020599913279625
Yu,2.6020599913279625
Yugoslavia,4.851937464544562
Yugoslavian,2.6020599913279625
Yup,4.851937464544562
Yusuf,2.6020599913279625
Z,4.851937464544562
ZEUS,2.6020599913279625
ZOKWENDLE,2.6020599913279625
Zach,4.851937464544562
Zakaria,5.204119982655925
Zakarias,2.6020599913279625
Zakariyah,2.6020599913279625
Zakat,5.204119982655925
Zamyatin,2.6020599913279625
Zbigniew,4.851937464544562
Zebedees,2.6020599913279625
Zechariah,20.8164799306237
Zechariahs,2.6020599913279625
Zeit,4.851937464544562
Zeitgeist,2.6020599913279625
Zen,12.347951681866121
Zeno,2.6020599913279625
Zero,2.6020599913279625
Zeus,2.6020599913279625
Zion,7.2779061968168435
Zionist,7.8061799739838875
Zlumber,7.2779061968168435
Zues,2.6020599913279625
Zumder,2.6020599913279625
Zurlo,5.204119982655925
Zvonko,17.53962729797357
ZyklonB,2.6020599913279625
[,48.16479930623699
[1532],2.6020599913279625
[18172127],2.6020599913279625
[18700226],2.6020599913279625
[1],5.204119982655925
[2],2.6020599913279625
[2]?,2.6020599913279625
[32mby,2.6020599913279625
[34mAnd,2.6020599913279625
[35mDeep,2.6020599913279625
[36mIf,2.6020599913279625
[7,2.6020599913279625
[?]?,2.6020599913279625
[A,8.8164799306237
[Alarming,2.6020599913279625
[As,2.6020599913279625
[Atoms],4.851937464544562
[By,2.6020599913279625
[C,17.6329598612474
[Complete,2.6020599913279625
[Concise,2.6020599913279625
[Dans,2.6020599913279625
[David,2.6020599913279625
[Dominate,2.6020599913279625
[Earth,2.6020599913279625
[First,2.6020599913279625
[Franks,2.6020599913279625
[Freethought,2.6020599913279625
[From,4.851937464544562
[Get,2.6020599913279625
[Here,2.6020599913279625
[Hosea,2.6020599913279625
[I,6.903089986991944
[I],2.6020599913279625
[Interchange,2.6020599913279625
[Is,7.8061799739838875
[Isaiah,2.6020599913279625
[Islamic,4.851937464544562
[Jesus,2.6020599913279625
[Jesus],2.6020599913279625
[Jn,5.204119982655925
[John,2.6020599913279625
[Judas],2.6020599913279625
[Judges,2.6020599913279625
[Lk,5.204119982655925
[Mahounds],2.6020599913279625
[Mary],2.6020599913279625
[Mk,2.6020599913279625
[Mt,33.82677988726351
[New,2.6020599913279625
[Of,2.6020599913279625
[Perot,2.6020599913279625
[Pitt,2.6020599913279625
[Ps,5.204119982655925
[Psalms,2.6020599913279625
[Quran,2.6020599913279625
[Re,48.962336443879934
[Renormalization,2.6020599913279625
[Second,2.6020599913279625
[See,2.6020599913279625
[Socialism,2.6020599913279625
[Some,2.6020599913279625
[Sung,2.6020599913279625
[This,7.2779061968168435
[UPI],2.6020599913279625
[WTC,2.6020599913279625
[Zc,2.6020599913279625
[Zech,2.6020599913279625
[],64.6457993387835
[]and,2.6020599913279625
[a,2.6020599913279625
[accusations,2.6020599913279625
[all],4.851937464544562
[an,2.6020599913279625
[and,2.6020599913279625
[available,2.6020599913279625
[benefactor,2.6020599913279625
[benefactor],20.8164799306237
[bit,6.903089986991944
[bug],13.010299956639813
[claim],2.6020599913279625
[compulsory],2.6020599913279625
[contd],2.6020599913279625
[criminal],2.6020599913279625
[days,6.903089986991944
[deleted,8.8164799306237
[deleted],5.204119982655925
[deletia,2.6020599913279625
[deletia],2.6020599913279625
[deletion],2.6020599913279625
[deletions],20.0
[description],2.6020599913279625
[details,2.6020599913279625
[either,7.8061799739838875
[either],2.6020599913279625
[fine,2.6020599913279625
[finite,2.6020599913279625
[first,2.6020599913279625
[for,2.6020599913279625
[gems,2.6020599913279625
[guaranteed,2.6020599913279625
[if,2.6020599913279625
[inter,2.6020599913279625
[italics,2.6020599913279625
[jeez,2.6020599913279625
[math,2.6020599913279625
[more,6.903089986991944
[most,2.6020599913279625
[my,2.6020599913279625
[numerous,2.6020599913279625
[or,6.903089986991944
[other,2.6020599913279625
[pp,5.204119982655925
[re,2.6020599913279625
[reply,21.469759616221282
[rest,10.6246936830415
[sca,4.851937464544562
[scissors,2.6020599913279625
[see,2.6020599913279625
[sic],15.428839878591475
[snip],2.6020599913279625
[socmotss,17.12780988292749
[some,6.903089986991944
[sp],2.6020599913279625
[stuff,15.59077982042095
[the,15.428839878591475
